name,team,position,fpoints_ppr,games,player_url,fpoints_ppr_per_game
Jacoby Brissett,ARI,QB,178.2,10,/players/B/BrisJa00.htm,17.82
Bryce Young,CAR,QB,178.6,12,/players/Y/YounBr01.htm,14.883333333333333
Geno Smith,LVR,QB,173.7,13,/players/S/SmitGe00.htm,13.36153846153846
Joe Flacco,2TM,QB,161.1,10,/players/F/FlacJo00.htm,16.11
Tua Tagovailoa,MIA,QB,162.5,13,/players/T/TagoTu00.htm,12.5
Justin Fields,NYJ,QB,152.7,9,/players/F/FielJu00.htm,16.966666666666665
C.J. Stroud,HOU,QB,154.6,10,/players/S/StroCJ00.htm,15.459999999999999
Mac Jones,SFO,QB,141.3,10,/players/J/JoneMa05.htm,14.13
Cam Ward,TEN,QB,146.4,13,/players/W/WardCa00.htm,11.261538461538462
Michael Penix,ATL,QB,128.3,9,/players/P/PeniMi00.htm,14.255555555555556
Jayden Daniels,WAS,QB,125.3,7,/players/D/DaniJa02.htm,17.9
RJ Harvey,DEN,RB,157.1,13,/players/H/HarvRJ00.htm,12.084615384615384
Tony Pollard,TEN,RB,145.4,13,/players/P/PollTo00.htm,11.184615384615386
Marcus Mariota,WAS,QB,122.1,9,/players/M/MariMa01.htm,13.566666666666666
Kyle Monangai,CHI,RB,120.5,13,/players/M/MonaKy00.htm,9.26923076923077
Zach Charbonnet,SEA,RB,119.0,12,/players/C/CharZa00.htm,9.916666666666666
J.K. Dobbins,DEN,RB,118.9,10,/players/D/DobbJK00.htm,11.89
Woody Marks,HOU,RB,131.0,13,/players/M/MarkWo00.htm,10.076923076923077
Cam Skattebo,NYG,RB,134.7,8,/players/S/SkatCa00.htm,16.8375
Jordan Mason,MIN,RB,118.5,13,/players/M/MasoJo00.htm,9.115384615384615
Kenneth Gainwell,PIT,RB,156.7,13,/players/G/GainKe00.htm,12.053846153846154
Spencer Rattler,NOR,QB,112.1,8,/players/R/RattSp00.htm,14.0125
Tyler Allgeier,ATL,RB,110.7,13,/players/A/AllgTy00.htm,8.515384615384615
Kimani Vidal,LAC,RB,115.0,10,/players/V/VidaKi00.htm,11.5
Stefon Diggs,NWE,WR,155.5,13,/players/D/DiggSt00.htm,11.961538461538462
Troy Franklin,DEN,WR,144.0,13,/players/F/FranTr00.htm,11.076923076923077
Alec Pierce,IND,WR,129.9,11,/players/P/PierAl00.htm,11.80909090909091
Rachaad White,TAM,RB,127.6,13,/players/W/WhitRa01.htm,9.815384615384614
Michael Wilson,ARI,WR,153.2,13,/players/W/WilsMi02.htm,11.784615384615384
Keenan Allen,LAC,WR,154.4,13,/players/A/AlleKe00.htm,11.876923076923077
Chuba Hubbard,CAR,RB,115.7,11,/players/H/HubbCh01.htm,10.518181818181818
Romeo Doubs,GNB,WR,134.2,13,/players/D/DoubRo00.htm,10.323076923076922
J.J. McCarthy,MIN,QB,102.6,7,/players/M/McCaJJ00.htm,14.657142857142857
Marvin Harrison Jr.,ARI,WR,128.4,10,/players/H/HarrMa09.htm,12.84
Kayshon Boutte,NWE,WR,116.1,11,/players/B/BoutKa00.htm,10.554545454545455
Jakobi Meyers,2TM,WR,140.8,12,/players/M/MeyeJa01.htm,11.733333333333334
D.J. Moore,CHI,WR,125.6,13,/players/M/MoorD.00.htm,9.661538461538461
Jacory Croskey-Merritt,WAS,RB,95.8,13,/players/C/CrosJa00.htm,7.369230769230769
Bucky Irving,TAM,RB,111.2,6,/players/I/IrviBu00.htm,18.533333333333335
Khalil Shakir,BUF,WR,142.0,13,/players/S/ShakKh00.htm,10.923076923076923
Blake Corum,LAR,RB,89.3,13,/players/C/CoruBl00.htm,6.869230769230769
Rashid Shaheed,2TM,WR,136.4,14,/players/S/ShahRa00.htm,9.742857142857144
Marquise Brown,KAN,WR,124.4,13,/players/B/BrowMa04.htm,9.569230769230769
Tyler Shough,NOR,QB,92.1,7,/players/S/ShouTy00.htm,13.157142857142857
Kyler Murray,ARI,QB,87.8,5,/players/M/MurrKy00.htm,17.56
Brock Purdy,SFO,QB,89.2,5,/players/P/PurdBr00.htm,17.84
Zach Ertz,WAS,TE,129.4,13,/players/E/ErtzZa00.htm,9.953846153846154
Jauan Jennings,SFO,WR,120.8,11,/players/J/JennJa00.htm,10.981818181818182
Theo Johnson,NYG,TE,120.6,13,/players/J/JohnTh00.htm,9.276923076923076
Christian Watson,GNB,WR,103.5,7,/players/W/WatsCh00.htm,14.785714285714286
Mark Andrews,BAL,TE,115.6,13,/players/A/AndrMa00.htm,8.892307692307693
Parker Washington,JAX,WR,114.2,12,/players/W/WashPa01.htm,9.516666666666667
Jordan Addison,MIN,WR,110.6,10,/players/A/AddiJo00.htm,11.059999999999999
Nick Chubb,HOU,RB,86.0,13,/players/C/ChubNi00.htm,6.615384615384615
Zonovan Knight,ARI,RB,100.1,11,/players/K/KnigZo00.htm,9.1
AJ Barner,SEA,TE,112.9,13,/players/B/BarnAJ00.htm,8.684615384615386
Dillon Gabriel,CLE,QB,75.1,9,/players/G/GabrDi00.htm,8.344444444444443
Omarion Hampton,LAC,RB,97.7,6,/players/H/HampOm00.htm,16.283333333333335
Tyrone Tracy Jr.,NYG,RB,97.7,11,/players/T/TracTy00.htm,8.881818181818183
Sean Tucker,TAM,RB,81.0,13,/players/T/TuckSe00.htm,6.230769230769231
Carson Wentz,MIN,QB,78.3,5,/players/W/WentCa00.htm,15.66
George Kittle,SFO,TE,109.3,8,/players/K/KittGe00.htm,13.6625
Kyle Pitts,ATL,TE,134.1,13,/players/P/PittKy00.htm,10.315384615384614
Alvin Kamara,NOR,RB,108.7,11,/players/K/KamaAl00.htm,9.881818181818183
Colston Loveland,CHI,TE,105.5,12,/players/L/LoveCo00.htm,8.791666666666666
Rhamondre Stevenson,NWE,RB,96.8,10,/players/S/StevRh00.htm,9.68
Sam LaPorta,DET,TE,109.9,9,/players/L/LaPoSa01.htm,12.211111111111112
Brian Thomas,JAX,WR,105.1,10,/players/T/ThomBr06.htm,10.51
Davis Mills,HOU,QB,70.0,5,/players/M/MillDa02.htm,14.0
Oronde Gadsden II,LAC,TE,107.1,11,/players/G/GadsOr01.htm,9.736363636363636
Emanuel Wilson,GNB,RB,79.8,13,/players/W/WilsEm00.htm,6.138461538461538
Garrett Wilson,NYJ,WR,102.5,7,/players/W/WilsGa00.htm,14.642857142857142
Jayden Higgins,HOU,WR,101.3,13,/players/H/HiggJa00.htm,7.792307692307692
Aaron Jones,MIN,RB,89.6,9,/players/J/JoneAa00.htm,9.955555555555556
Dalton Schultz,HOU,TE,128.4,13,/players/S/SchuDa00.htm,9.876923076923077
Chris Rodriguez,WAS,RB,65.8,11,/players/R/RodrCh00.htm,5.9818181818181815
Bhayshul Tuten,JAX,RB,75.0,13,/players/T/TuteBh00.htm,5.769230769230769
Devin Singletary,NYG,RB,79.2,13,/players/S/SingDe00.htm,6.092307692307693
Demario Douglas,NWE,WR,89.8,13,/players/D/DougDe00.htm,6.907692307692307
Jerry Jeudy,CLE,WR,101.7,13,/players/J/JeudJe00.htm,7.823076923076924
Tez Johnson,TAM,WR,87.4,12,/players/J/JohnTe03.htm,7.283333333333334
Xavier Worthy,KAN,WR,101.2,11,/players/W/WortXa00.htm,9.200000000000001
Tyrod Taylor,NYJ,QB,71.5,6,/players/T/TaylTy00.htm,11.916666666666666
Joe Burrow,CIN,QB,63.5,4,/players/B/BurrJo01.htm,15.875
Keon Coleman,BUF,WR,97.5,11,/players/C/ColeKe02.htm,8.863636363636363
Chimere Dike,TEN,WR,96.2,13,/players/D/DikeCh00.htm,7.4
Cooper Kupp,SEA,WR,97.3,12,/players/K/KuppCo00.htm,8.108333333333333
Tyquan Thornton,KAN,WR,77.1,13,/players/T/ThorTy00.htm,5.93076923076923
Mack Hollins,NWE,WR,94.4,13,/players/H/HollMa00.htm,7.261538461538462
Isiah Pacheco,KAN,RB,71.5,10,/players/P/PachIs00.htm,7.15
Shedeur Sanders,CLE,QB,61.8,4,/players/S/SandSh00.htm,15.45
Josh Downs,IND,WR,103.3,12,/players/D/DownJo00.htm,8.608333333333333
Ryan Flournoy,DAL,WR,87.4,13,/players/F/FlouRy00.htm,6.723076923076923
Pat Freiermuth,PIT,TE,85.7,13,/players/F/FreiPa00.htm,6.592307692307693
T.J. Hockenson,MIN,TE,104.0,13,/players/H/HockTJ00.htm,8.0
Elic Ayomanor,TEN,WR,86.3,12,/players/A/AyomEl00.htm,7.191666666666666
David Njoku,CLE,TE,89.3,12,/players/N/NjokDa00.htm,7.441666666666666
Tory Horton,SEA,WR,68.1,8,/players/H/HortTo00.htm,8.5125
Malik Washington,MIA,WR,95.2,13,/players/W/WashMa00.htm,7.323076923076924
Xavier Hutchinson,HOU,WR,78.7,13,/players/H/HutcXa00.htm,6.053846153846154
Andrei Iosivas,CIN,WR,78.7,13,/players/I/IosiAn00.htm,6.053846153846154
Jalen Nailor,MIN,WR,76.3,13,/players/N/NailJa00.htm,5.869230769230769
Russell Wilson,NYG,QB,58.8,6,/players/W/WilsRu00.htm,9.799999999999999
Jake Browning,CIN,QB,59.7,5,/players/B/BrowJa08.htm,11.940000000000001
Kendrick Bourne,SFO,WR,82.2,12,/players/B/BourKe00.htm,6.8500000000000005
Luther Burden,CHI,WR,81.2,12,/players/B/BurdLu00.htm,6.766666666666667
Dylan Sampson,CLE,RB,82.5,13,/players/S/SampDy00.htm,6.346153846153846
Xavier Legette,CAR,WR,77.7,11,/players/L/LegeXa00.htm,7.0636363636363635
Marvin Mims,DEN,WR,76.4,11,/players/M/MimsMa00.htm,6.945454545454546
Brian Robinson Jr.,SFO,RB,56.7,13,/players/R/RobiBr01.htm,4.361538461538462
Darius Slayton,NYG,WR,76.7,10,/players/S/SlayDa01.htm,7.67
Jake Tonges,SFO,TE,75.6,13,/players/T/TongJa00.htm,5.815384615384615
Greg Dortch,ARI,WR,78.1,12,/players/D/DortGr01.htm,6.508333333333333
Ollie Gordon,MIA,RB,55.1,13,/players/G/GordOl00.htm,4.2384615384615385
Terry McLaurin,WAS,WR,72.0,6,/players/M/McLaTe00.htm,12.0
Mason Taylor,NYJ,TE,91.9,13,/players/T/TaylMa02.htm,7.06923076923077
Justice Hill,BAL,RB,68.2,10,/players/H/HillJu00.htm,6.82
Ty Johnson,BUF,RB,65.5,13,/players/J/JohnTy02.htm,5.038461538461538
Colby Parkinson,LAR,TE,74.3,11,/players/P/ParkCo02.htm,6.754545454545454
Tyjae Spears,TEN,RB,79.8,9,/players/S/SpeaTy00.htm,8.866666666666667
Calvin Austin III,PIT,WR,72.9,11,/players/A/AustCa00.htm,6.627272727272728
Chigoziem Okonkwo,TEN,TE,86.6,13,/players/O/OkonCh00.htm,6.661538461538461
Cade Otton,TAM,TE,92.0,13,/players/O/OttoCa00.htm,7.076923076923077
Sterling Shepard,TAM,WR,86.0,13,/players/S/ShepSt00.htm,6.615384615384615
Brenton Strange,JAX,TE,76.9,8,/players/S/StraBr00.htm,9.6125
Dontayvion Wicks,GNB,WR,72.3,11,/players/W/WickDo00.htm,6.572727272727272
Olamide Zaccheaus,CHI,WR,82.5,13,/players/Z/ZaccOl01.htm,6.346153846153846
Michael Carter,ARI,RB,71.9,9,/players/C/CartMi03.htm,7.98888888888889
Noah Fant,CIN,TE,80.3,12,/players/F/FantNo00.htm,6.691666666666666
Jeremy McNichols,WAS,RB,66.2,13,/players/M/McNiJe00.htm,5.092307692307693
Darren Waller,MIA,TE,58.1,6,/players/W/WallDa01.htm,9.683333333333334
Jameis Winston,NYG,QB,49.3,2,/players/W/WinsJa00.htm,24.65
Kirk Cousins,ATL,QB,46.7,6,/players/C/CousKi00.htm,7.783333333333334
Evan Engram,DEN,TE,84.4,12,/players/E/EngrEv00.htm,7.033333333333334
Dawson Knox,BUF,TE,67.6,13,/players/K/KnoxDa00.htm,5.199999999999999
Luke McCaffrey,WAS,WR,54.3,9,/players/M/McCaLu00.htm,6.033333333333333
Cole Kmet,CHI,TE,64.3,12,/players/K/KmetCo00.htm,5.358333333333333
Darnell Mooney,ATL,WR,63.9,11,/players/M/MoonDa00.htm,5.809090909090909
Malik Nabers,NYG,WR,60.1,4,/players/N/NabeMa00.htm,15.025
KaVontae Turpin,DAL,WR,64.3,11,/players/T/TurpKa00.htm,5.845454545454545
DeAndre Hopkins,BAL,WR,57.7,13,/players/H/HopkDe00.htm,4.438461538461539
Pat Bryant,DEN,WR,61.5,13,/players/B/BryaPa00.htm,4.730769230769231
Adonai Mitchell,2TM,WR,62.0,12,/players/M/MitcAd00.htm,5.166666666666667
Darnell Washington,PIT,TE,62.8,13,/players/W/WashDa03.htm,4.8307692307692305
Rashod Bateman,BAL,WR,56.7,11,/players/B/BateRa00.htm,5.154545454545455
Gunnar Helm,TEN,TE,75.8,13,/players/H/HelmGu00.htm,5.8307692307692305
Travis Hunter,JAX,WR,66.8,7,/players/H/HuntTr00.htm,9.542857142857143
JuJu Smith-Schuster,KAN,WR,66.4,13,/players/S/SmitJu00.htm,5.107692307692308
Isaac TeSlaa,DET,WR,47.0,13,/players/T/TeSlIs00.htm,3.6153846153846154
Emari Demercado,ARI,RB,46.5,9,/players/D/DemeEm00.htm,5.166666666666667
Keaton Mitchell,BAL,RB,44.5,9,/players/M/MitcKe01.htm,4.944444444444445
Tim Patrick,JAX,WR,51.2,12,/players/P/PatrTi00.htm,4.266666666666667
Ricky Pearsall,SFO,WR,62.5,7,/players/P/PearRi00.htm,8.928571428571429
Davis Allen,LAR,TE,55.8,13,/players/A/AlleDa02.htm,4.292307692307692
Devin Neal,NOR,RB,55.8,9,/players/N/NealDe00.htm,6.199999999999999
Samaje Perine,CIN,RB,49.0,11,/players/P/PeriSa00.htm,4.454545454545454
Devaughn Vele,NOR,WR,57.4,12,/players/V/VeleDe00.htm,4.783333333333333
Matthew Golden,GNB,WR,60.1,10,/players/G/GoldMa02.htm,6.01
Jackson Hawes,BUF,TE,48.2,13,/players/H/HaweJa00.htm,3.707692307692308
Tyreek Hill,MIA,WR,56.5,4,/players/H/HillTy00.htm,14.125
Josh Oliver,MIN,TE,41.6,11,/players/O/OlivJo00.htm,3.7818181818181817
Jonnu Smith,PIT,TE,65.7,13,/players/S/SmitJo01.htm,5.053846153846154
Tyler Lockett,2TM,WR,61.1,13,/players/L/LockTy00.htm,4.7
Cedric Tillman,CLE,WR,52.7,9,/players/T/TillCe01.htm,5.855555555555556
Dyami Brown,JAX,WR,52.5,11,/players/B/BrowDy00.htm,4.7727272727272725
Tyler Higbee,LAR,TE,54.0,9,/players/H/HigbTy00.htm,6.0
Jalen Coker,CAR,WR,51.4,7,/players/C/CokeJa01.htm,7.3428571428571425
Isaiah Davis,NYJ,RB,50.7,13,/players/D/DaviIs00.htm,3.9000000000000004
Van Jefferson,TEN,WR,55.7,13,/players/J/JeffVa00.htm,4.2846153846153845
John Metchie,2TM,WR,54.5,12,/players/M/MetcJo00.htm,4.541666666666667
Jaylin Noel,HOU,WR,54.5,13,/players/N/NoelJa00.htm,4.1923076923076925
Calvin Ridley,TEN,WR,50.3,7,/players/R/RidlCa00.htm,7.185714285714285
Isaiah Likely,BAL,TE,54.8,10,/players/L/LikeIs00.htm,5.4799999999999995
Kendre Miller,NOR,RB,36.3,7,/players/M/MillKe01.htm,5.185714285714285
Jahan Dotson,PHI,WR,41.9,13,/players/D/DotsJa00.htm,3.223076923076923
Austin Hooper,NWE,TE,46.3,12,/players/H/HoopAu00.htm,3.858333333333333
Jaylin Lane,WAS,WR,47.2,13,/players/L/LaneJa00.htm,3.630769230769231
Josh Palmer,BUF,WR,48.2,8,/players/P/PalmJo00.htm,6.025
Roman Wilson,PIT,WR,42.6,12,/players/W/WilsRo02.htm,3.5500000000000003
Daniel Bellinger,NYG,TE,41.2,12,/players/B/BellDa00.htm,3.4333333333333336
Mitchell Evans,CAR,TE,42.8,13,/players/E/EvanMi01.htm,3.292307692307692
Mike Gesicki,CIN,TE,49.1,9,/players/G/GesiMi00.htm,5.455555555555556
Christian Kirk,HOU,WR,51.4,9,/players/K/KirkCh01.htm,5.711111111111111
Chris Moore,WAS,WR,39.1,11,/players/M/MoorCh00.htm,3.5545454545454547
Brashard Smith,KAN,RB,47.5,13,/players/S/SmitBr09.htm,3.6538461538461537
Kyle Williams,NWE,WR,34.1,13,/players/W/WillKy03.htm,2.623076923076923
James Conner,ARI,RB,33.3,3,/players/C/ConnJa00.htm,11.1
Tre Harris,LAC,WR,47.8,13,/players/H/HarrTr03.htm,3.6769230769230767
Tyler Johnson,NYJ,WR,37.7,10,/players/J/JohnTy00.htm,3.7700000000000005
Tyrell Shavers,BUF,WR,39.8,13,/players/S/ShavTy00.htm,3.0615384615384613
Jalen Tolbert,DAL,WR,42.2,11,/players/T/TolbJa00.htm,3.8363636363636364
Tommy Tremble,CAR,TE,47.6,13,/players/T/TremTo00.htm,3.661538461538462
Ray Davis,BUF,RB,31.4,13,/players/D/DaviRa04.htm,2.4153846153846152
Tanner Hudson,CIN,TE,39.7,11,/players/H/HudsTa00.htm,3.6090909090909093
Kyle Juszczyk,SFO,FB,47.4,13,/players/J/JuszKy00.htm,3.646153846153846
Charlie Kolar,BAL,TE,36.4,13,/players/K/KolaCh00.htm,2.8
Michael Mayer,LVR,TE,49.2,9,/players/M/MayeMi00.htm,5.466666666666667
Isaiah Bond,CLE,WR,39.5,12,/players/B/BondIs00.htm,3.2916666666666665
Tyler Huntley,BAL,QB,23.4,2,/players/H/HuntTy01.htm,11.7
Kalif Raymond,DET,WR,40.9,11,/players/R/RaymKa00.htm,3.7181818181818183
Brock Wright,DET,TE,39.8,11,/players/W/WrigBr01.htm,3.6181818181818177
Jaylen Wright,MIA,RB,27.2,6,/players/W/WrigJa04.htm,4.533333333333333
Elijah Arroyo,SEA,TE,40.9,13,/players/A/ArroEl00.htm,3.146153846153846
Tutu Atwell,LAR,WR,29.4,6,/players/A/AtweTu00.htm,4.8999999999999995
Trey Benson,ARI,RB,38.4,4,/players/B/BensTr01.htm,9.6
Zavier Scott,MIN,RB,38.3,12,/players/S/ScotZa00.htm,3.1916666666666664
Mitchell Tinsley,CIN,WR,32.0,13,/players/T/TinsMi00.htm,2.4615384615384617
Adam Trautman,DEN,TE,40.7,13,/players/T/TrauAd00.htm,3.130769230769231
Antonio Gibson,NWE,RB,27.2,5,/players/G/GibsAn00.htm,5.4399999999999995
Hunter Long,JAX,TE,32.5,9,/players/L/LongHu00.htm,3.611111111111111
Hunter Renfrow,CAR,WR,35.9,6,/players/R/RenfHu00.htm,5.983333333333333
Jeremy Ruckert,NYJ,TE,42.0,13,/players/R/RuckJe00.htm,3.230769230769231
Devontez Walker,BAL,WR,25.0,8,/players/W/WalkDe01.htm,3.125
Mike Evans,TAM,WR,37.0,4,/players/E/EvanMi00.htm,9.25
Terrance Ferguson,LAR,TE,27.8,11,/players/F/FergTe00.htm,2.5272727272727273
Elijah Moore,BUF,WR,31.6,9,/players/M/MoorEl00.htm,3.511111111111111
Luke Farrell,SFO,TE,30.5,13,/players/F/FarrLu00.htm,2.3461538461538463
Chris Godwin,TAM,WR,38.4,5,/players/G/GodwCh00.htm,7.68
Jaret Patterson,LAC,RB,21.9,4,/players/P/PattJa01.htm,5.475
Demarcus Robinson,SFO,WR,34.9,10,/players/R/RobiDe01.htm,3.4899999999999998
Miles Sanders,DAL,RB,30.7,4,/players/S/SandMi01.htm,7.675
David Sills V,ATL,WR,26.5,13,/players/S/SillDa01.htm,2.0384615384615383
Isaiah Williams,NYJ,WR,27.0,11,/players/W/WillIs03.htm,2.4545454545454546
Tank Bigsby,2TM,RB,21.9,13,/players/B/BigsTa00.htm,1.6846153846153844
Brandin Cooks,2TM,WR,40.8,12,/players/C/CookBr00.htm,3.4
Jerome Ford,CLE,RB,46.6,13,/players/F/FordJe00.htm,3.5846153846153848
Zay Jones,ARI,WR,33.3,8,/players/J/JoneZa00.htm,4.1625
Ja'Tavion Sanders,CAR,TE,45.6,10,/players/S/SandJa01.htm,4.5600000000000005
Bo Melton,GNB,WR,19.8,12,/players/M/MeltBo00.htm,1.6500000000000001
Xavier Smith,LAR,WR,31.3,12,/players/S/SmitXa00.htm,2.6083333333333334
Jack Bech,LVR,WR,35.4,13,/players/B/BechJa00.htm,2.723076923076923
Malik Davis,DAL,RB,19.3,7,/players/D/DaviMa02.htm,2.757142857142857
Elijah Higgins,ARI,TE,38.9,13,/players/H/HiggEl00.htm,2.9923076923076923
Taysom Hill,NOR,TE,20.1,9,/players/H/HillTa00.htm,2.2333333333333334
Isaiah Hodgins,NYG,WR,27.3,3,/players/H/HodgIs00.htm,9.1
Raheem Mostert,LVR,RB,26.3,10,/players/M/MostRa00.htm,2.63
